"","schoolprogram","cutoff","quality","size","schoolname","sssdistrict","ssslong","ssslat"
"1293","10202,General Arts",316,339.067901234568,162,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487
"1294","10202,General Science",320,352.833333333333,90,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487
"1296","10202,Home Economics",321,342.823529411765,34,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487
"1307","10202,Technical",290,319.425925925926,54,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487
"1309","10202,Visual Arts",310,342.903225806452,31,"CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487
"1313","10203,Agriculture",252,281.320512820513,78,"ASHIAMAN SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1323","10203,General Arts",256,281.801724137931,116,"ASHIAMAN SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1326","10203,Home Economics",256,275.785714285714,42,"ASHIAMAN SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1339","10203,Visual Arts",253,276.428571428571,42,"ASHIAMAN SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1343","10204,Agriculture",210,242.58064516129,31,"MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487
"1353","10204,General Arts",217,244.8,5,"MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487
"1356","10204,Home Economics",206,248.966666666667,30,"MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487
"1367","10204,Technical",235,259.304347826087,69,"MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487
"1369","10204,Visual Arts",216,256.108108108108,37,"MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487
"1376","10205,Business",278,308.265957446808,94,"TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487
"1383","10205,General Arts",289,310.663265306122,98,"TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487
"1384","10205,General Science",242,280.645833333333,48,"TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487
"1386","10205,Home Economics",266,290.716981132075,53,"TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487
"1399","10205,Visual Arts",271,293.109090909091,55,"TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487
"1413","10210,Business",230,270.108910891089,101,"PRESBY SENIOR HIGH. SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1420","10210,General Arts",276,302.21568627451,51,"PRESBY SENIOR HIGH. SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1423","10210,Home Economics",241,261.320754716981,53,"PRESBY SENIOR HIGH. SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1436","10210,Visual Arts",248,271.22641509434,53,"PRESBY SENIOR HIGH. SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1446","10213,Business",300,322.075,40,"OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1453","10213,General Arts",279,299.024691358025,81,"OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1454","10213,General Science",260,306,40,"OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1456","10213,Home Economics",281,303,18,"OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1469","10213,Visual Arts",282,298,17,"OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487
"1483","10301,Agriculture",278,301.945945945946,37,"ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1493","10301,General Arts",288,310.684684684685,111,"ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1494","10301,General Science",292,318.55,40,"ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1496","10301,Home Economics",277,298.368421052632,38,"ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1509","10301,Visual Arts",271,296.837837837838,37,"ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1513","10302,Agriculture",246,276,44,"ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1516","10302,Business",285,307.092592592593,54,"ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1523","10302,General Arts",260,286.085106382979,94,"ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1526","10302,Home Economics",236,261.372549019608,51,"ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1537","10302,Technical",275,292.181818181818,44,"ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1543","10401,Agriculture",287,312.189189189189,37,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1546","10401,Business",335,353.222222222222,36,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1553","10401,General Arts",317,336.620437956204,137,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1554","10401,General Science",324,341.461538461538,39,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1556","10401,Home Economics",312,329.055555555556,36,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1569","10401,Visual Arts",314,329.918918918919,37,"GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1573","10402,Agriculture",215,254.909090909091,11,"OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1576","10402,Business",200,250.93023255814,43,"OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1583","10402,General Arts",209,254.728813559322,59,"OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1586","10402,Home Economics",213,244.317073170732,41,"OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1597","10402,Technical",198,240.073170731707,41,"OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1599","10402,Visual Arts",213,250.904761904762,21,"OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1603","10403,Agriculture",207,258.061224489796,49,"NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1606","10403,Business",246,276.304347826087,46,"NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1613","10403,General Arts",238,264.89247311828,93,"NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1614","10403,General Science",230,279,3,"NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1616","10403,Home Economics",198,225.625,8,"NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1633","10501,Agriculture",314,332.1,40,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1636","10501,Business",339,354.963414634146,82,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1643","10501,General Arts",338,353.723577235772,123,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1644","10501,General Science",337,355.318181818182,44,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1646","10501,Home Economics",313,326.829268292683,41,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1659","10501,Visual Arts",331,346.878048780488,41,"ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1663","10502,Agriculture",279,306.90625,32,"WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1666","10502,Business",303,326.707692307692,65,"WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1673","10502,General Arts",306,329.111940298507,134,"WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1674","10502,General Science",298,328.545454545455,33,"WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1689","10502,Visual Arts",282,306.970297029703,101,"WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1693","10503,Agriculture",231,263.828125,64,"NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1696","10503,Business",265,293.853333333333,75,"NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1706","10503,Home Economics",257,279.222222222222,36,"NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1719","10503,Visual Arts",264,284.75,32,"NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1723","10504,Agriculture",247,279.257142857143,35,"AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1733","10504,General Arts",277,297.2,75,"AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1736","10504,Home Economics",259,280.052631578947,38,"AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1747","10504,Technical",264,291.171428571429,35,"AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1749","10504,Visual Arts",253,273.424242424242,33,"AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1776","20101,General Arts",343,358.782608695652,92,"KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1777","20101,General Science",339,367.868131868132,91,"KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1790","20101,Technical",339,358.251497005988,167,"KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1792","20101,Visual Arts",339,355.510638297872,47,"KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1799","20102,Business",376,394.144144144144,111,"POPE JOHN SENIOR HIGH & JNR. SEM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1806","20102,General Arts",378,394.663551401869,107,"POPE JOHN SENIOR HIGH & JNR. SEM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1807","20102,General Science",385,404.47619047619,105,"POPE JOHN SENIOR HIGH & JNR. SEM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1822","20102,Visual Arts",374,391.228571428571,35,"POPE JOHN SENIOR HIGH & JNR. SEM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1829","20103,Business",345,366.75,172,"NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1836","20103,General Arts",341,355.314814814815,108,"NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1837","20103,General Science",317,345.571428571429,56,"NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1839","20103,Home Economics",316,329.925925925926,54,"NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1856","20104,Agriculture",336,352.512195121951,41,"GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1859","20104,Business",359,375.168674698795,83,"GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1866","20104,General Arts",369,382.793388429752,121,"GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1867","20104,General Science",358,375.308641975309,81,"GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1869","20104,Home Economics",321,341.130952380952,84,"GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1882","20104,Visual Arts",344,362.236842105263,38,"GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1886","20105,Agriculture",286,308.36170212766,47,"KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1889","20105,Business",291,315.260869565217,92,"KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1896","20105,General Arts",298,318.733333333333,180,"KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1897","20105,General Science",228,286.058823529412,34,"KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1899","20105,Home Economics",289,306.676470588235,34,"KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1912","20105,Visual Arts",210,275.218181818182,55,"KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1916","20106,Agriculture",270,293.73417721519,79,"OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1919","20106,Business",284,301.076923076923,39,"OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1926","20106,General Arts",284,305.982142857143,112,"OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1927","20106,General Science",294,294,1,"OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1929","20106,Home Economics",275,286.763157894737,38,"OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1942","20106,Visual Arts",263,287.246753246753,77,"OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1957","20201,Business",283,320.1375,80,"SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1964","20201,General Arts",298,324.602409638554,83,"SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1965","20201,General Science",233,295.563492063492,126,"SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1978","20201,Technical",311,328.890756302521,119,"SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1980","20201,Visual Arts",295,318.666666666667,45,"SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1984","20202,Agriculture",211,247.5,74,"PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1987","20202,Business",228,259.324675324675,77,"PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1994","20202,General Arts",265,288.057471264368,87,"PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1997","20202,Home Economics",207,250.719298245614,57,"PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2010","20202,Visual Arts",204,244.105882352941,85,"PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2014","20203,Agriculture",215,254.5,6,"KRABOA COALTAR PRESBY SENIOR HIGH/TECHNICAL, KRABOA COALTAR","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2024","20203,General Arts",209,259.3125,32,"KRABOA COALTAR PRESBY SENIOR HIGH/TECHNICAL, KRABOA COALTAR","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2038","20203,Technical",219,239.6875,16,"KRABOA COALTAR PRESBY SENIOR HIGH/TECHNICAL, KRABOA COALTAR","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2040","20203,Visual Arts",217,245.285714285714,21,"KRABOA COALTAR PRESBY SENIOR HIGH/TECHNICAL, KRABOA COALTAR","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2047","20204,Business",214,260,27,"ISLAMIC GIRLS SENIOR HIGH SCHOOL","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2054","20204,General Arts",203,260.045454545455,66,"ISLAMIC GIRLS SENIOR HIGH SCHOOL","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2057","20204,Home Economics",206,250.230769230769,52,"ISLAMIC GIRLS SENIOR HIGH SCHOOL","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"2077","20301,Business",396,410.095890410959,73,"ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2084","20301,General Arts",386,402.105527638191,199,"ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2085","20301,General Science",403,418.22972972973,74,"ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2087","20301,Home Economics",394,405.35,20,"ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2100","20301,Visual Arts",385,398.294117647059,17,"ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2104","20302,Agriculture",292,313.704545454545,44,"ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2107","20302,Business",297,321.088495575221,113,"ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2114","20302,General Arts",329,345.440366972477,109,"ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2115","20302,General Science",313,335.439024390244,41,"ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2117","20302,Home Economics",301,319.45652173913,46,"ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2130","20302,Visual Arts",307,328.651162790698,43,"ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"2134","20303,Agriculture",321,337.185185185185,27,"ST. MARTINS SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
